recstat,inout,trhsloc,typeofid,explnstp,othpers,arstmade,sumissue,offunif,officrid,frisked,searched,contrabn,pistol,riflshot,asltweap,knifcuti,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,rf_furt,rf_bulg,offverb,offshld,sex,race,haircolr,eyecolor,build,addrtyp,city,sector,beat,dettypcm,month,year,meters,age
1,O,H,V,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,M,B,BK,BR,M,L,STATEN IS,C,U,CM,1,2010,1.8542,17
1,I,T,V,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,E,5,CM,3,2010,1.7526000000000002,53
1,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,BRONX,A,U,CM,9,2010,1.6256,34
1,I,T,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,A,2,CM,8,2010,1.6510000000000002,28
1,O,P,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,QUEENS,B,4,CM,6,2010,1.7272,28
1,I,T,V,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,Z,Z,BK,BR,T,L,BRONX,U,U,CM,10,2010,1.7526000000000002,23
1,O,H,P,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BRONX,A,19,CM,2,2010,1.8796000000000002,19
1,I,T,V,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,MANHATTAN,D,10,CM,7,2010,1.7526000000000002,28
A,O,P,V,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,B,5,CM,11,2010,1.7018,24
A,I,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,F,Q,BR,BR,T,L,MANHATTAN,H,1,CM,3,2010,1.6764000000000001,42
A,I,P,P,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Z,Z,BK,BR,M,L,BRONX,C,U,CM,5,2010,1.778,22
1,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BR,BR,M,L,BRONX,K,U,CM,2,2010,1.7526000000000002,32
A,O,P,V,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,C,U,CM,1,2010,1.8796000000000002,21
1,O,H,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,Q,GY,BR,T,L,BRONX,H,U,CM,11,2010,1.6764000000000001,53
1,O,P,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BK,T,L,MANHATTAN,C,U,CM,12,2010,1.7526000000000002,22
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,J,U,CM,8,2010,1.7272,33
1,O,H,P,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,M,B,BK,BR,M,L,STATEN IS,M,U,CM,12,2010,1.7272,47
1,I,H,V,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,B,BK,BR,M,L,BRONX,I,9,CM,3,2010,1.6764000000000001,26
1,I,T,V,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,Q,BK,BR,H,L,MANHATTAN,E,13,CM,4,2010,1.6764000000000001,28
1,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,M,A,BK,BK,T,L,MANHATTAN,F,U,CM,12,2010,1.524,61
A,O,P,V,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,N,M,B,BK,BR,M,L,BROOKLYN,M,12,CM,7,2010,1.8288000000000002,41
A,I,P,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,I,U,CM,12,2010,1.4224,30
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,QUEENS,C,U,CM,6,2010,1.8288000000000002,32
A,O,P,P,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,P,BK,BR,M,L,BROOKLYN,A,U,CM,2,2010,1.778,47
1,O,P,P,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,F,W,BR,BR,T,L,QUEENS,K,U,CM,3,2010,1.6002,18
1,O,P,P,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,BROOKLYN,A,1,CM,7,2010,1.524,58
1,I,T,V,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,F,A,BR,BR,T,L,BROOKLYN,I,U,CM,2,2010,1.6256,17
A,O,P,P,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,B,U,CM,5,2010,1.7272,52
A,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,H,U,CM,10,2010,1.7018,30
A,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,M,Q,BK,BR,T,L,QUEENS,G,U,CM,9,2010,1.7018,21
1,I,T,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,MANHATTAN,M,11,CM,9,2010,1.7272,19
A,O,P,P,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,B,U,CM,3,2010,1.7526000000000002,49
1,O,H,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BRONX,B,U,CM,4,2010,1.8034000000000001,32
1,O,H,V,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BR,BR,T,L,QUEENS,C,U,CM,2,2010,1.778,21
A,O,P,V,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,M,Q,BR,BR,M,L,BRONX,E,U,CM,1,2010,1.6510000000000002,17
1,O,P,P,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,M,B,BR,BR,T,L,MANHATTAN,F,U,CM,11,2010,1.8288000000000002,47
A,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,F,U,CM,3,2010,1.7272,36
1,O,H,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,M,U,CM,8,2010,1.8796000000000002,25
1,I,H,O,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,H,U,CM,5,2010,1.778,43
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,W,BR,GR,M,L,STATEN IS,T,U,CM,5,2010,1.7018,43
1,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,QUEENS,B,3,CM,5,2010,1.8542,23
A,O,P,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,QUEENS,D,U,CM,10,2010,1.7272,27
1,O,P,P,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BK,T,L,MANHATTAN,H,U,CM,1,2010,1.7272,33
1,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,BROOKLYN,G,7,CM,7,2010,1.6510000000000002,16
A,O,P,V,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,P,BR,BR,M,L,BRONX,N,U,CM,4,2010,1.7018,16
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,T,L,BROOKLYN,H,8,CM,3,2010,1.8288000000000002,28
1,O,H,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,Q,BK,BR,M,L,BROOKLYN,G,U,CM,7,2010,1.6510000000000002,24
A,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,B,BR,BR,M,L,BROOKLYN,J,U,CM,11,2010,1.5493999999999999,21
1,I,P,P,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,Q,BK,BR,M,L,BRONX,E,U,CM,7,2010,1.7272,21
1,I,H,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,H,L,STATEN IS,C,U,CM,6,2010,1.7272,16
1,O,P,P,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BK,BR,M,L,MANHATTAN,A,U,CM,10,2010,1.6764000000000001,21
1,I,T,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,MANHATTAN,F,16,CM,9,2010,2.0066,30
A,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,W,BK,BR,T,L,BROOKLYN,C,12,CM,5,2010,1.8796000000000002,19
A,O,P,R,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,T,L,QUEENS,N,U,CM,1,2010,1.7526000000000002,21
1,O,H,P,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,MANHATTAN,G,1,CM,6,2010,1.6002,34
1,I,P,P,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,W,BK,BR,M,L,BROOKLYN,H,U,CM,11,2010,1.778,24
A,O,P,V,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,F,W,BR,BR,T,L,QUEENS,D,U,CM,6,2010,1.6256,35
A,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,W,BK,BR,T,L,BROOKLYN,E,7,CM,7,2010,1.778,19
A,O,P,V,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,M,P,BR,BR,M,L,BROOKLYN,J,U,CM,3,2010,1.7018,16
1,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,H,L,QUEENS,C,U,CM,6,2010,1.7272,28
A,O,P,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,M,Q,BR,BR,M,L,QUEENS,I,U,CM,10,2010,1.6764000000000001,55
A,O,P,V,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,MANHATTAN,P,15,CM,4,2010,1.7018,15
1,I,H,P,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,B,BK,BR,M,L,BROOKLYN,H,8,CM,3,2010,1.7272,17
1,O,P,R,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,M,P,BK,BK,M,L,BRONX,E,U,CM,12,2010,1.778,19
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,M,W,BK,BR,M,L,MANHATTAN,A,1,CM,5,2010,1.6002,19
A,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,Y,M,A,BR,BR,M,L,MANHATTAN,B,6,CM,1,2010,1.778,20
1,O,H,P,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,M,B,BK,BR,H,L,MANHATTAN,F,U,CM,2,2010,1.8288000000000002,26
A,O,P,P,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,Z,Z,L,BRONX,I,9,CM,2,2010,1.7018,20
A,O,P,P,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,M,Q,BK,BR,T,L,QUEENS,G,U,CM,10,2010,1.6256,20
1,O,P,V,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,M,B,BA,BR,T,L,BROOKLYN,I,9,CM,9,2010,1.8288000000000002,21
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,J,U,CM,9,2010,1.8034000000000001,25
1,O,P,P,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,M,B,BK,BR,M,L,BRONX,C,U,CM,7,2010,1.8542,21
1,I,T,P,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,M,B,SP,BR,M,L,MANHATTAN,B,U,CM,4,2010,1.7272,46
A,I,P,V,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,M,Q,BK,BR,T,L,QUEENS,I,U,CM,2,2010,1.7526000000000002,17
A,O,P,P,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,M,Q,BK,BR,M,L,MANHATTAN,F,13,CM,4,2010,1.778,30
A,O,P,V,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,M,W,BR,BR,M,L,STATEN IS,C,U,CM,6,2010,1.7018,26
A,I,P,V,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,M,B,BK,BR,M,L,BROOKLYN,G,15,CM,2,2010,1.7272,18
